"tick","active_firms","total_revenue","mean_revenue","median_revenue","sd_revenue","cv_revenue","zero_revenue_share","sold_out_share","total_unsold_output","total_profit","loss_firm_share","revenue_gini"
1604,356,109486.383259584,307.546020392089,221.002509956073,287.137985704485,0.933642338595095,0.0365168539325843,0.550561797752809,2821,-1435113501416.22,0.870786516853933,0.470623004115878
1605,356,108721.320156298,305.396966731174,227.702230161711,275.090335516768,0.900763155774619,0.0365168539325843,0.547752808988764,2895,-1478166801351.26,0.882022471910112,0.463787307434336
1606,355,109612.921259906,308.768792281425,228.137209390083,273.986937002889,0.887353074054082,0.0338028169014084,0.538028169014085,2903,-1522511703552.52,0.876056338028169,0.457030423176682
1607,354,109402.303634117,309.046055463608,232.084483429332,275.746939570331,0.892251930401362,0.0395480225988701,0.576271186440678,2848,-1568186936015.34,0.878531073446328,0.45538036343685
1608,353,109519.891228891,310.25464937363,234.334515180532,261.375910414589,0.842456062922115,0.0169971671388102,0.580736543909349,2840,-1615232445320.29,0.881019830028329,0.43468221592129
1609,353,109988.034475348,311.580834207784,237.219202399409,262.151973785193,0.841361037021846,0.0311614730878187,0.572237960339943,2844,-1663689330318.27,0.881019830028329,0.434865447501421
1610,355,110107.118016907,310.160895822273,226.778674046733,267.15519328574,0.861343892425512,0.0394366197183099,0.583098591549296,2812,-1713599918200.45,0.87887323943662,0.445457524413202
1611,353,109998.004534878,311.609078002486,227.223152976017,280.540870645926,0.900297489547745,0.0424929178470255,0.58356940509915,2759,-1765007830047.53,0.869688385269122,0.459413921429677
1612,353,109108.071005523,309.088019845675,229.063357379848,269.852794912544,0.873061321002602,0.0368271954674221,0.569405099150141,2769,-1817957992876.45,0.875354107648725,0.449698177710287
1613,353,108967.570216206,308.69000061248,232.207733285947,261.27906179389,0.84641245675428,0.0169971671388102,0.577903682719546,2833,-1872496669636.74,0.88385269121813,0.438966841222646
1614,355,109078.677154796,307.263879309285,223.769281741851,270.043128373311,0.87886389047862,0.0366197183098592,0.580281690140845,2702,-1928671514779.98,0.88169014084507,0.451452506678252
1615,354,108297.095733448,305.923999247027,231.899666131938,260.043027015606,0.850024933171806,0.0254237288135593,0.581920903954802,2741,-1986531613149.85,0.887005649717514,0.44063019207149
1616,359,106830.408047382,297.577738293544,218.994847559945,278.440269149507,0.935689177376704,0.0389972144846797,0.551532033426184,2794,-2046127520828.42,0.877437325905292,0.477933716519787
1617,359,107318.164180872,298.936390475966,212.744603599807,274.101294963066,0.916921805761563,0.0389972144846797,0.54874651810585,2858,-2107511304195.35,0.866295264623955,0.472543230529359
