productivity,initial_hire,solo_found_prob,goods_tc,bid_share,grid_min_res_occ,sold_out_premium,pop_growth,mean_emp,grid_expanded,firm_growth,score
7.8798,4,0.004323,0.15738,0.122,0.7507,0.6732,0.924,0.681,false,true,3.055
3.905,8,0.005582,0.0603,0.1148,0.7052,0.5092,1.01,0.589,false,false,1.935
4.325,5,0.019687,0.12533,0.199,0.5963,0.2785,0.833,0.652,false,false,1.929
5.4376,7,0.00975,0.07486,0.1344,0.538,0.4779,1.268,0.629,false,false,2.208
4.0891,6,0.016435,0.02315,0.1517,0.5883,0.9555,0.761,0.551,false,false,1.673
5.4875,4,0.003726,0.07128,0.0641,0.875,0.6427,0.597,0.637,false,true,2.721
7.9379,3,0.009903,0.09983,0.1335,0.6258,0.7349,1.18,0.713,false,true,3.311
7.8431,8,0.003057,0.02269,0.124,0.7487,0.2938,0.941,0.685,false,false,2.076
7.0856,8,0.004322,0.11344,0.0953,0.8715,0.9387,1.511,0.66,false,true,3.453
5.7698,5,0.017353,0.11086,0.1848,0.5827,0.4562,1.391,0.639,false,false,2.322
3.6654,3,0.022878,0.05829,0.1848,0.7604,0.2072,1.117,0.667,false,false,2.171
4.4282,3,0.027126,0.06484,0.1396,0.7765,0.335,1.384,0.654,false,false,2.347
3.8025,6,0.013607,0.08578,0.0775,0.5613,0.9219,0.684,0.62,false,false,1.752
6.7509,5,0.014447,0.13388,0.0995,0.5089,0.2717,1.208,0.668,false,true,3.243
6.3858,4,0.016038,0.06711,0.1646,0.735,0.5381,1.018,0.642,false,true,3.048
5.2549,6,0.027508,0.07568,0.1279,0.7015,0.5076,1.851,0.605,false,true,3.599
5.4029,7,0.005042,0.02421,0.1812,0.874,0.3532,0.886,0.645,false,false,1.955
7.433,6,0.00499,0.07968,0.1606,0.789,0.4565,0.617,0.686,false,true,2.834
3.6046,4,0.006315,0.04742,0.1085,0.8307,0.9284,0.839,0.646,false,true,2.921
7.582,4,0.010667,0.03923,0.1816,0.8915,0.7507,0.739,0.625,false,true,2.805
4.9571,4,0.016164,0.14999,0.1059,0.507,0.579,2.916,0.671,false,true,4.53
6.5368,6,0.007496,0.0669,0.1802,0.8891,0.2387,0.929,0.654,false,true,3.005
6.0625,5,0.027581,0.0372,0.1881,0.6576,0.4206,0.852,0.656,false,true,2.952
4.5145,7,0.014559,0.17733,0.186,0.8229,0.6917,1.043,0.706,false,true,3.195
4.7969,7,0.004442,0.09048,0.0836,0.5015,0.3078,2.086,0.681,false,true,3.927
5.8135,8,0.012709,0.0998,0.1134,0.662,0.2269,0.85,0.623,false,false,1.883
5.7518,8,0.014817,0.06209,0.0745,0.8303,0.5954,1.973,0.637,false,true,3.753
3.0222,5,0.005914,0.03821,0.0855,0.7201,0.9615,0.976,0.589,false,false,1.909
6.3483,7,0.005955,0.11479,0.0567,0.5131,0.6784,1.37,0.711,false,true,3.449
7.3172,7,0.016515,0.08071,0.1366,0.8315,0.8741,0.725,0.757,false,false,2.058
5.2006,8,0.0033,0.18101,0.0705,0.6358,0.4017,1.986,0.69,false,true,3.87
4.1922,6,0.008188,0.05554,0.1036,0.8741,0.9081,1.264,0.595,false,true,3.138
6.0279,3,0.005798,0.19872,0.0896,0.6418,0.5292,0.811,0.691,false,true,2.99
3.7082,8,0.02001,0.03974,0.1292,0.6441,0.4285,1.373,0.567,false,true,3.164
3.9233,3,0.020252,0.03875,0.1541,0.823,0.9751,0.622,0.623,false,false,1.712
7.0255,8,0.017261,0.09302,0.1361,0.8404,0.8357,1.929,0.662,false,true,3.772
7.7998,8,0.010189,0.02271,0.1378,0.7502,0.6635,1.252,0.613,false,true,3.164
5.456,3,0.004217,0.02941,0.1888,0.6072,0.2645,0.732,0.658,false,false,1.864
7.6881,3,0.006201,0.07513,0.0668,0.5058,0.4887,0.83,0.717,false,false,2.057
7.1609,6,0.006416,0.06344,0.1819,0.6862,0.284,0.923,0.584,false,false,1.861
7.5745,7,0.00723,0.09637,0.0662,0.5623,0.9693,0.441,0.611,false,true,2.552
3.5536,3,0.015255,0.15218,0.172,0.5087,0.8073,2.044,0.581,false,false,2.695
5.8993,5,0.009972,0.02801,0.1883,0.5321,0.2607,0.611,0.639,false,false,1.737
7.6744,8,0.020591,0.09496,0.1276,0.7573,0.304,1.213,0.617,false,true,3.144
6.2712,6,0.006738,0.19624,0.089,0.6801,0.2624,0.884,0.58,false,true,2.823
4.5144,5,0.012566,0.0363,0.0775,0.7149,0.3329,1.287,0.71,false,false,2.385
6.8607,8,0.005499,0.04733,0.175,0.5084,0.8533,1.177,0.597,false,true,3.077
6.5721,7,0.004192,0.11078,0.1988,0.5944,0.9083,1.053,0.59,false,true,2.97
5.1336,4,0.01622,0.03624,0.0857,0.877,0.8586,1.102,0.622,false,true,3.07
5.9305,5,0.005387,0.06852,0.1212,0.7072,0.7826,0.981,0.729,false,false,2.193
5.0497,3,0.018773,0.04746,0.092,0.852,0.5207,1.011,0.702,false,true,3.162
3.1144,8,0.004594,0.02586,0.1164,0.5314,0.2851,1.04,0.507,false,false,1.794
4.9856,8,0.004269,0.1034,0.0811,0.8916,0.9767,0.871,0.628,false,false,1.91
3.2449,3,0.003858,0.03007,0.1777,0.6334,0.4105,1.157,0.625,false,false,2.118
7.4513,6,0.007068,0.05217,0.1155,0.5576,0.5103,0.807,0.655,false,true,2.916
6.2748,4,0.00429,0.11898,0.105,0.5203,0.6864,0.689,0.693,false,true,2.903
4.712,5,0.019335,0.0206,0.0965,0.8606,0.4179,0.682,0.672,false,false,1.855
4.5004,7,0.005641,0.07993,0.0661,0.7238,0.6061,1.351,0.715,false,false,2.444
3.4929,5,0.003882,0.12901,0.185,0.7065,0.8683,1.088,0.545,false,false,1.905
7.3354,7,0.003868,0.13691,0.097,0.6341,0.6944,1.135,0.648,false,false,2.148
3.5568,6,0.023291,0.04014,0.135,0.7096,0.7747,1.014,0.52,false,false,1.801
4.0136,8,0.005195,0.18356,0.0701,0.6003,0.3521,1.054,0.614,false,true,3.019
4.0872,7,0.01197,0.02573,0.0792,0.8178,0.9072,1.258,0.582,false,false,2.107
7.0382,3,0.003592,0.05368,0.0938,0.6446,0.9365,0.45,0.621,false,false,1.58
3.4046,7,0.005087,0.08078,0.0726,0.6515,0.8367,0.796,0.631,false,true,2.858
6.3282,4,0.008141,0.03991,0.1184,0.8029,0.5093,0.626,0.64,false,true,2.75
5.4586,5,0.003663,0.03584,0.0595,0.8535,0.2274,0.717,0.596,false,false,1.73
5.934,6,0.003541,0.06943,0.1552,0.7096,0.4999,1.178,0.544,false,false,1.971
4.5696,4,0.025327,0.19771,0.0966,0.8466,0.286,0.957,0.673,false,false,2.064
4.0732,6,0.010847,0.04302,0.1819,0.6966,0.7484,0.877,0.671,false,true,3.0
5.0561,7,0.005166,0.05747,0.0924,0.727,0.3252,1.996,0.652,false,true,3.802
5.6587,5,0.004059,0.06615,0.1098,0.7002,0.5474,1.095,0.6,false,true,3.02
6.214,6,0.007936,0.06184,0.1966,0.5963,0.841,0.715,0.648,false,true,2.833
6.1193,5,0.005824,0.03418,0.1516,0.7451,0.9261,0.685,0.591,false,true,2.695
3.6583,5,0.026086,0.03507,0.0618,0.5158,0.8385,1.256,0.644,false,true,3.231
5.0986,3,0.005654,0.03571,0.1675,0.845,0.4885,0.739,0.692,false,true,2.938
7.7816,6,0.005477,0.02984,0.1629,0.7315,0.8033,1.243,0.688,false,false,2.308
5.6583,6,0.012461,0.09677,0.0862,0.7066,0.4976,1.036,0.704,false,true,3.186
7.4861,7,0.006178,0.07186,0.0876,0.7583,0.3896,0.851,0.62,false,false,1.878
3.0221,3,0.007012,0.03345,0.1049,0.6068,0.4901,1.406,0.56,false,false,2.175
3.5566,5,0.003854,0.06881,0.1054,0.7438,0.8352,1.11,0.6,false,false,2.031
5.2385,5,0.018707,0.02867,0.064,0.7575,0.6839,1.471,0.662,false,true,3.426
4.0676,7,0.008734,0.12846,0.1228,0.7383,0.9359,0.912,0.645,false,false,1.975
4.236,4,0.014283,0.07217,0.1626,0.5579,0.3829,0.977,0.668,false,false,2.069
3.7136,5,0.010325,0.02492,0.1614,0.6678,0.4999,0.887,0.61,false,false,1.886
3.508,3,0.015648,0.18118,0.1167,0.8338,0.6131,1.061,0.675,false,false,2.146
3.9365,4,0.006957,0.08706,0.1374,0.8107,0.6715,1.58,0.683,false,false,2.552
4.9204,6,0.016706,0.02359,0.18,0.5124,0.9484,0.954,0.604,false,true,2.923
7.3037,8,0.004409,0.02984,0.075,0.534,0.7199,0.885,0.724,false,true,3.112
6.2923,4,0.012738,0.0268,0.0796,0.6727,0.3231,1.374,0.574,false,false,2.179
3.908,7,0.014293,0.04078,0.0593,0.8772,0.6011,1.677,0.575,false,false,2.407
5.46,7,0.003255,0.028,0.1665,0.8311,0.3497,1.051,0.604,false,false,1.996
4.8923,8,0.00498,0.06821,0.1793,0.5245,0.2293,0.909,0.641,false,false,1.963
4.0432,7,0.003882,0.06734,0.1606,0.6349,0.6665,1.018,0.66,false,false,2.083
6.2933,7,0.00537,0.1581,0.1636,0.8801,0.6207,0.871,0.597,false,true,2.846
6.4395,5,0.006523,0.05401,0.1664,0.7816,0.4254,0.806,0.607,false,false,1.819
7.3132,6,0.021238,0.09585,0.0689,0.5574,0.9734,1.815,0.666,false,true,3.692
6.7915,3,0.007476,0.19657,0.18,0.796,0.3355,0.82,0.679,false,true,2.974
6.4078,3,0.011072,0.03846,0.0587,0.5747,0.8965,0.863,0.652,false,true,2.951
6.3351,8,0.003508,0.07533,0.1859,0.8558,0.4864,0.918,0.555,false,true,2.798
7.5751,4,0.025513,0.04063,0.1058,0.7397,0.9747,0.475,0.607,false,true,2.57
7.6133,8,0.017172,0.16627,0.1588,0.8716,0.9456,1.089,0.648,false,true,3.112
6.7377,7,0.011128,0.02372,0.1037,0.697,0.9324,4.189,0.702,false,true,5.403
5.1478,8,0.005489,0.08683,0.1254,0.579,0.7188,1.049,0.676,false,false,2.139
3.8468,3,0.017152,0.04263,0.0764,0.6597,0.6108,2.669,0.668,false,true,4.338
7.5359,4,0.012538,0.11679,0.1717,0.7361,0.3259,1.123,0.604,false,false,2.049
5.7047,6,0.02284,0.17723,0.1158,0.5249,0.6868,1.377,0.589,false,true,3.212
6.7878,8,0.006338,0.03298,0.105,0.6758,0.9819,0.83,0.649,false,false,1.92
5.7775,5,0.003654,0.08636,0.0744,0.8467,0.5064,0.634,0.656,false,true,2.787
7.9105,5,0.008257,0.19465,0.0934,0.7626,0.2708,0.773,0.671,false,false,1.922
4.1436,8,0.003857,0.05743,0.1052,0.8994,0.6319,0.933,0.727,false,false,2.154
4.2508,6,0.008121,0.07444,0.0773,0.6857,0.527,1.581,0.575,false,true,3.335
6.9038,7,0.019172,0.19836,0.1411,0.7188,0.9177,1.674,0.662,false,true,3.58
6.9766,8,0.008338,0.04514,0.1238,0.636,0.6689,1.303,0.678,false,false,2.334
7.0529,6,0.010898,0.09894,0.1495,0.684,0.6699,1.579,0.611,false,true,3.407
4.3055,3,0.005002,0.15205,0.1206,0.6928,0.2211,0.944,0.636,false,false,1.979
3.544,4,0.011262,0.04592,0.0768,0.537,0.7857,1.261,0.562,false,false,2.07
6.1638,4,0.003932,0.1356,0.0738,0.5221,0.2178,0.883,0.716,false,false,2.095
6.494,8,0.006679,0.03104,0.138,0.5427,0.7105,0.893,0.659,false,true,2.988
4.4732,3,0.024254,0.05832,0.1828,0.6566,0.9639,1.419,0.724,false,false,2.512
6.1542,4,0.004171,0.02328,0.0722,0.5536,0.7468,2.235,0.766,false,true,4.209
5.4786,5,0.007502,0.15333,0.0511,0.8556,0.8971,2.609,0.66,false,true,4.277
7.3545,7,0.008852,0.11876,0.1626,0.7903,0.5947,1.742,0.659,false,true,3.625
6.7809,7,0.015699,0.05075,0.1696,0.6475,0.5008,1.033,0.597,false,false,1.97
3.6746,8,0.006513,0.02961,0.1326,0.8852,0.4682,0.82,0.589,false,false,1.792
4.9305,6,0.016073,0.03887,0.1737,0.7737,0.766,0.835,0.719,false,false,2.064
4.3921,6,0.019284,0.02799,0.1252,0.6581,0.3323,2.025,0.642,false,true,3.802
7.903,4,0.012157,0.1937,0.1402,0.5892,0.4306,1.015,0.63,false,true,3.022
6.8859,6,0.003848,0.05821,0.1435,0.7625,0.3927,1.98,0.601,false,true,3.688
6.0188,4,0.011612,0.11486,0.1396,0.614,0.3611,0.939,0.641,false,true,2.986
5.3241,3,0.024303,0.02157,0.1106,0.5804,0.7025,0.588,0.651,false,false,1.743
7.1,6,0.013711,0.04743,0.1268,0.8824,0.4853,1.16,0.687,false,true,3.244
6.9445,4,0.007249,0.14741,0.0938,0.7213,0.6183,0.555,0.62,false,false,1.656
5.3316,3,0.00484,0.02464,0.057,0.6246,0.7664,1.035,0.639,false,true,3.053
4.437,6,0.019906,0.02511,0.0686,0.6165,0.9814,0.783,0.636,false,true,2.859
7.9761,4,0.003623,0.05682,0.1485,0.6041,0.402,0.614,0.703,false,false,1.866
7.9337,7,0.024705,0.07517,0.0907,0.7845,0.523,1.015,0.695,false,true,3.151
4.2048,8,0.003823,0.08443,0.148,0.6678,0.7225,0.838,0.555,false,false,1.739
3.659,3,0.003303,0.02132,0.1603,0.5713,0.2031,1.069,0.598,false,false,1.999
6.8559,4,0.017531,0.02167,0.1276,0.6791,0.484,0.671,0.67,false,false,1.843
7.6731,3,0.00328,0.02903,0.1733,0.5466,0.2745,0.937,0.646,false,false,1.994
4.1912,4,0.00664,0.08983,0.1133,0.8777,0.2343,0.793,0.67,false,false,1.935
3.4689,3,0.019046,0.18207,0.1171,0.6614,0.3622,0.842,0.653,false,false,1.939
7.976,3,0.011404,0.19806,0.0986,0.6203,0.6146,1.28,0.696,false,false,2.351
3.423,5,0.026876,0.08902,0.1573,0.717,0.8834,1.055,0.607,false,true,3.006
4.476,7,0.005586,0.11927,0.1097,0.7575,0.7246,2.36,0.565,false,true,3.899
3.9454,5,0.018309,0.06883,0.1725,0.7791,0.7003,1.056,0.678,false,true,3.149
5.6935,8,0.007554,0.14843,0.1595,0.6193,0.9693,0.822,0.622,false,false,1.86
7.991,6,0.021861,0.0885,0.1446,0.5407,0.7324,0.935,0.598,false,true,2.896
7.3436,4,0.003945,0.03253,0.1012,0.5713,0.4077,1.155,0.639,false,true,3.144
4.5102,7,0.007968,0.02734,0.1053,0.7046,0.2362,1.687,0.671,false,true,3.606
5.8741,7,0.004329,0.02139,0.0672,0.5298,0.786,1.915,0.615,false,true,3.667
3.6534,4,0.007661,0.04807,0.1465,0.7051,0.3572,1.344,0.685,false,true,3.378
7.3981,7,0.019853,0.0413,0.0548,0.8189,0.9548,2.427,0.609,false,true,4.038
3.427,5,0.023435,0.1202,0.0735,0.6349,0.7385,0.987,0.625,false,false,1.989
3.9535,6,0.006728,0.14441,0.0903,0.8056,0.6674,1.264,0.658,false,true,3.263
4.2757,5,0.014348,0.13831,0.1232,0.8247,0.7399,1.421,0.699,false,false,2.465
6.0822,5,0.011398,0.03139,0.1354,0.5056,0.4093,0.828,0.633,false,false,1.888
6.8031,3,0.004451,0.03058,0.193,0.5293,0.8901,0.504,0.623,false,false,1.624
6.4922,7,0.017815,0.11296,0.0797,0.5092,0.3235,1.834,0.592,false,true,3.559
5.7827,3,0.013543,0.05138,0.1279,0.7996,0.8612,2.68,0.69,false,true,4.39
7.9105,3,0.025901,0.05164,0.1076,0.5021,0.7346,0.522,0.667,false,false,1.725
6.1637,5,0.006623,0.06271,0.1356,0.5007,0.5099,0.676,0.602,false,false,1.711
7.8243,3,0.004003,0.02697,0.1881,0.6132,0.9787,1.257,0.706,false,true,3.355
6.5104,3,0.005019,0.07002,0.0958,0.8739,0.4643,0.725,0.593,false,false,1.73
4.0591,5,0.024551,0.10926,0.0893,0.8126,0.2152,1.426,0.608,false,false,2.285
6.5626,6,0.009106,0.02555,0.069,0.5121,0.3678,1.018,0.624,false,true,3.012
6.8666,6,0.004162,0.02221,0.1395,0.5014,0.5935,0.764,0.697,false,true,2.966
5.4999,5,0.015541,0.16046,0.051,0.676,0.9575,2.872,0.582,false,true,4.319
6.5717,7,0.014559,0.06488,0.1075,0.6214,0.561,1.825,0.592,false,true,3.553
3.1234,5,0.003791,0.10751,0.1336,0.7991,0.8786,1.207,0.554,false,false,2.013
4.2357,8,0.023971,0.03917,0.0812,0.7798,0.9703,2.316,0.552,false,true,3.842
3.2639,7,0.028626,0.06953,0.1634,0.8519,0.9335,1.195,0.59,false,true,3.075
4.1729,7,0.004284,0.02412,0.0702,0.6558,0.6756,1.282,0.646,false,false,2.253
7.0537,8,0.015673,0.15292,0.1326,0.5865,0.8366,0.626,0.668,false,false,1.805
6.274,5,0.005491,0.02688,0.0812,0.5634,0.5808,1.27,0.63,false,true,3.213
3.7976,8,0.004444,0.02464,0.1595,0.5504,0.6316,1.147,0.652,false,false,2.165
3.7555,7,0.004254,0.05256,0.0796,0.5559,0.4821,1.462,0.713,false,false,2.522
3.322,8,0.004131,0.04092,0.1223,0.5321,0.4527,0.992,0.583,false,false,1.91
7.6233,3,0.014621,0.02074,0.1353,0.8694,0.6837,0.636,0.613,false,false,1.702
5.0207,4,0.027006,0.09479,0.1215,0.8687,0.8718,0.825,0.586,false,false,1.791
5.3041,4,0.005428,0.04918,0.1294,0.7231,0.8019,0.521,0.655,false,false,1.701
3.4891,3,0.004096,0.16267,0.1954,0.7608,0.824,1.0,0.582,false,false,1.914
4.5823,5,0.004885,0.09419,0.1957,0.5966,0.5339,1.48,0.631,false,false,2.371
5.0707,7,0.009612,0.10261,0.1402,0.8819,0.3937,1.539,0.698,false,true,3.551
5.6414,4,0.009128,0.02943,0.1718,0.857,0.7043,0.686,0.643,false,false,1.801
5.5322,6,0.006355,0.10423,0.1723,0.6123,0.734,1.426,0.615,false,true,3.299
7.2793,4,0.003057,0.11451,0.1651,0.6525,0.2892,0.681,0.645,false,false,1.801
7.4685,8,0.02517,0.10208,0.1783,0.7412,0.9498,0.809,0.642,false,true,2.89
5.3463,6,0.008212,0.07151,0.1074,0.7844,0.2337,1.364,0.632,false,true,3.288
5.3054,3,0.008766,0.04739,0.1212,0.5734,0.3796,0.964,0.632,false,false,1.987
7.8338,7,0.004029,0.17717,0.1778,0.7492,0.7414,1.287,0.616,false,false,2.198
7.0234,3,0.003619,0.04143,0.1521,0.6732,0.9846,0.4,0.613,false,false,1.526
7.9292,7,0.005338,0.02894,0.0564,0.8863,0.2215,0.712,0.672,false,true,2.877
6.7968,6,0.028037,0.08789,0.0536,0.8534,0.3024,1.809,0.67,false,true,3.697
6.1563,8,0.006945,0.09906,0.0973,0.7683,0.8692,2.125,0.704,false,true,4.002
6.513,4,0.004418,0.18032,0.1424,0.8108,0.4922,0.825,0.636,false,false,1.891
5.2363,5,0.003692,0.11451,0.1844,0.806,0.7275,1.045,0.617,false,true,3.018
3.0571,8,0.006031,0.14944,0.1791,0.7936,0.6415,1.096,0.568,false,false,1.957
5.5444,7,0.01247,0.13278,0.0597,0.7549,0.6073,0.993,0.724,false,true,3.193
3.2726,3,0.006556,0.02122,0.0876,0.8098,0.4669,1.01,0.638,false,false,2.033
7.0965,5,0.012101,0.10015,0.1248,0.5276,0.8657,0.832,0.66,false,true,2.944
5.7459,3,0.006736,0.10758,0.1497,0.5495,0.9304,1.434,0.649,false,true,3.374
6.1749,8,0.00313,0.03846,0.1532,0.8967,0.7404,1.065,0.679,false,true,3.157
6.0803,8,0.022475,0.03178,0.0923,0.6466,0.9843,3.056,0.651,false,true,4.594
7.6071,6,0.018251,0.11135,0.1812,0.6529,0.2873,0.646,0.602,false,false,1.689
3.6287,3,0.009249,0.18388,0.178,0.5684,0.8481,1.014,0.54,false,false,1.84
5.467,7,0.010057,0.03521,0.1478,0.8684,0.3666,1.171,0.61,false,true,3.099
4.8352,5,0.003405,0.13165,0.0535,0.6873,0.2175,1.505,0.691,false,true,3.512
5.5067,6,0.015233,0.15527,0.1496,0.5244,0.4747,2.038,0.719,false,true,3.965
4.7102,4,0.003109,0.04878,0.0551,0.6695,0.3479,0.906,0.659,false,false,1.997
6.1595,4,0.006086,0.02057,0.0851,0.6751,0.2039,0.862,0.658,false,false,1.962
3.1152,5,0.01486,0.0635,0.164,0.6552,0.8245,0.933,0.625,false,false,1.949
7.0823,5,0.011957,0.02147,0.1546,0.6463,0.7231,0.767,0.633,false,false,1.842
7.2476,5,0.014622,0.03136,0.1779,0.5564,0.4954,0.956,0.582,false,true,2.881
3.7385,7,0.012046,0.04848,0.0647,0.6678,0.2473,1.342,0.701,false,true,3.408
7.8059,6,0.027176,0.02106,0.051,0.7635,0.4347,1.861,0.626,false,true,3.647
6.732,5,0.008731,0.06422,0.0901,0.5802,0.9951,1.061,0.709,false,true,3.215
4.303,4,0.028826,0.05413,0.0846,0.6376,0.7159,1.551,0.654,false,false,2.472
7.9315,5,0.011438,0.0346,0.1212,0.7562,0.302,1.017,0.582,false,false,1.927
4.5009,3,0.007323,0.04005,0.1896,0.8343,0.9375,0.555,0.622,false,true,2.66
3.8285,8,0.004588,0.07908,0.1022,0.6734,0.2089,2.176,0.661,false,false,2.955
5.5198,8,0.019801,0.13611,0.137,0.6284,0.6184,2.226,0.65,false,true,3.971
3.9291,5,0.006887,0.02732,0.1342,0.5533,0.7894,0.805,0.636,false,false,1.875
6.1308,8,0.004213,0.05215,0.1547,0.7256,0.8924,0.809,0.637,false,false,1.881
7.0743,5,0.006401,0.10261,0.1204,0.772,0.2972,0.706,0.717,false,false,1.963
3.2845,8,0.010798,0.04631,0.1063,0.5653,0.2602,1.047,0.524,false,false,1.832
7.7063,6,0.009512,0.05411,0.0798,0.5158,0.7842,0.751,0.712,false,false,1.988
3.1034,3,0.004898,0.10881,0.1425,0.7919,0.7063,1.023,0.578,false,false,1.922
7.0677,3,0.023372,0.07323,0.0785,0.7963,0.6763,0.55,0.611,false,true,2.635
6.6811,6,0.017944,0.02785,0.0515,0.8246,0.9807,2.281,0.655,false,true,4.021
5.0914,8,0.025262,0.06131,0.1647,0.6292,0.3325,1.131,0.599,false,true,3.046
6.0307,7,0.004203,0.02088,0.0821,0.5749,0.4903,0.909,0.688,false,true,3.057
7.5331,8,0.020949,0.14434,0.1243,0.7386,0.3962,1.216,0.651,false,true,3.214
6.5447,4,0.004427,0.07316,0.1431,0.749,0.8047,0.624,0.616,false,false,1.701
6.6262,6,0.008986,0.02802,0.1639,0.7408,0.494,0.547,0.622,false,false,1.654
3.3022,5,0.028682,0.08419,0.0592,0.7881,0.9861,1.168,0.559,false,true,2.994
4.4102,4,0.003355,0.04985,0.0898,0.8654,0.7677,1.119,0.726,false,true,3.291
6.0611,6,0.008248,0.08309,0.0572,0.8749,0.5697,0.857,0.735,false,true,3.113
3.6673,7,0.010599,0.02426,0.054,0.7879,0.7243,1.482,0.508,false,false,2.128
4.1774,8,0.00884,0.16107,0.131,0.684,0.5727,1.14,0.616,false,false,2.087
3.0683,5,0.008526,0.06477,0.0786,0.5111,0.8624,1.222,0.637,false,false,2.191
3.9438,8,0.010145,0.02111,0.1435,0.6706,0.289,0.916,0.561,false,false,1.809
3.5595,7,0.023528,0.02768,0.0725,0.52,0.4027,0.983,0.663,false,false,2.063
6.1728,4,0.025452,0.02386,0.0837,0.5954,0.8851,0.527,0.593,false,true,2.581
6.787,7,0.022976,0.13371,0.1529,0.8539,0.6445,1.566,0.659,false,true,3.493
6.363,6,0.01989,0.02018,0.176,0.7553,0.8847,1.029,0.593,false,true,2.958
4.9074,8,0.004147,0.06232,0.0777,0.8634,0.346,1.445,0.687,false,true,3.458
6.0599,8,0.007386,0.10011,0.1014,0.8382,0.8813,1.184,0.516,false,false,1.92
5.4771,3,0.006555,0.12623,0.1375,0.8967,0.5595,0.739,0.693,false,false,1.941
7.4809,8,0.00396,0.02859,0.1143,0.6089,0.6016,1.729,0.698,false,true,3.692
7.6113,6,0.012865,0.04029,0.1959,0.5491,0.2441,0.684,0.592,false,false,1.697
4.3466,7,0.02226,0.09356,0.1474,0.8043,0.4852,1.587,0.634,false,true,3.459
6.0162,6,0.009734,0.02818,0.1763,0.891,0.569,0.933,0.677,false,false,2.054
3.9609,4,0.021647,0.12308,0.0854,0.634,0.9555,1.574,0.702,false,true,3.584
5.3896,6,0.025352,0.05522,0.1251,0.5972,0.9934,1.113,0.716,false,true,3.267
7.0228,5,0.007152,0.07794,0.1008,0.761,0.3532,0.751,0.671,false,true,2.905
5.3653,8,0.004761,0.03048,0.0663,0.626,0.6878,1.307,0.68,false,true,3.34
3.3754,5,0.008607,0.04359,0.1559,0.8966,0.9923,1.061,0.521,false,false,1.838
4.9015,6,0.010013,0.03146,0.1301,0.7873,0.6339,1.118,0.703,false,false,2.245
7.2752,5,0.004709,0.11576,0.1455,0.8763,0.2985,0.78,0.709,false,true,3.004
6.7652,7,0.018999,0.09617,0.0828,0.6455,0.9803,0.898,0.657,false,true,2.987
7.1195,6,0.00929,0.07458,0.1871,0.8792,0.3283,0.737,0.644,false,true,2.84
5.9187,7,0.013726,0.04095,0.1501,0.5317,0.3224,0.98,0.591,false,true,2.917
3.6122,4,0.018867,0.08485,0.1382,0.7586,0.2628,0.836,0.611,false,false,1.849
7.2561,7,0.016561,0.04735,0.0575,0.79,0.2683,0.716,0.687,false,true,2.911
3.8739,8,0.003941,0.13883,0.1813,0.8856,0.5747,1.029,0.646,false,false,2.063
4.6942,5,0.022223,0.07164,0.1165,0.8627,0.5304,1.305,0.643,false,true,3.265
7.0537,4,0.023698,0.05924,0.0675,0.8634,0.5018,0.817,0.685,false,true,2.982
4.3817,6,0.005876,0.11771,0.0539,0.5049,0.7448,1.428,0.572,false,true,3.215
6.0515,8,0.016474,0.04307,0.1069,0.6845,0.5426,0.885,0.648,false,true,2.96
3.4865,3,0.003236,0.05746,0.1435,0.7893,0.7456,1.0,0.676,false,false,2.102
7.2325,8,0.004122,0.02703,0.0949,0.5166,0.5718,1.373,0.605,false,true,3.24
4.3528,5,0.023405,0.08257,0.1857,0.5375,0.9925,2.087,0.531,false,true,3.627
4.6538,3,0.021461,0.17308,0.0547,0.6055,0.7304,2.06,0.656,false,true,3.857
6.464,5,0.02134,0.07716,0.1906,0.6635,0.9705,0.767,0.589,false,true,2.753
4.8561,8,0.007257,0.09461,0.1627,0.5599,0.9812,1.433,0.659,false,true,3.392
5.6649,7,0.008633,0.03507,0.1769,0.5965,0.8163,1.108,0.649,false,false,2.13
3.4314,6,0.004533,0.06729,0.1134,0.7613,0.3118,0.948,0.576,false,false,1.863
3.0511,5,0.022605,0.05965,0.179,0.7471,0.712,0.857,0.539,false,false,1.721
4.6366,3,0.029793,0.05029,0.101,0.6573,0.7557,1.102,0.63,false,true,3.087
6.831,3,0.017978,0.04457,0.0685,0.6454,0.3762,0.676,0.65,false,true,2.806
6.2689,4,0.011942,0.04042,0.0701,0.8164,0.4138,0.614,0.687,false,false,1.834
7.0167,7,0.003925,0.12842,0.0691,0.6898,0.4324,1.689,0.658,false,true,3.582
7.9213,3,0.006154,0.10816,0.077,0.7109,0.5437,1.233,0.692,false,true,3.31
4.7533,7,0.009002,0.04168,0.0853,0.5271,0.4923,0.938,0.674,false,false,2.052
5.79,5,0.013292,0.04508,0.1294,0.7476,0.3743,2.624,0.675,false,true,4.319
5.5821,4,0.012362,0.13569,0.0593,0.8415,0.2724,1.305,0.599,false,true,3.177
6.7648,3,0.023787,0.0422,0.0834,0.7865,0.7838,1.181,0.649,false,true,3.184
4.6639,4,0.006579,0.12128,0.1917,0.5248,0.7526,0.947,0.696,false,true,3.103
5.0949,4,0.014363,0.06361,0.1698,0.5225,0.4083,0.672,0.627,false,true,2.758
7.9726,7,0.010336,0.03181,0.101,0.8231,0.6179,1.241,0.621,false,true,3.173
